# Expt	T, K 	MgO V/V0		    P,b GPa 		tmin	Mg#Ol		  Mg#Wd		  KD
733	    1900	0.9738	0.0006	14.84	0.18	22	  95.1	0.5	92.3	0.1	0.62	0.07
734	    1900	0.9763	0.0003	14.26	0.15	30	  90.6	0.5	85.2	0.7	0.60	0.05
735	    1900	0.9788	0.0003	13.91	0.15	21	  86.3	0.9	79.2	0.3	0.61	0.05
763	    1600	0.9741	0.0005	12.78	0.17	74	  87.6	0.6	78.2	0.6	0.51	0.03
779	    1600	0.9685	0.0005	13.86	0.17	61	  97.9	0.3	94.7	0.6	0.39	0.07
780	    1600	0.9725	0.0006	13.09	0.18	60	  91.5	0.6	84.0	0.4	0.49	0.04
# All experiments in platinum capsules (but durations not long enough to affect the oxidation state of the middle of the capsule.
