# Expt	Phase	Comp	P[GPa]	T [C]	buffer 	Oxygens	Si	Si unc	Al	Al unc	Fe(tot) Fe unc	Mo	Mo unc	Mg	Mg unc	Ca	Ca unc	Na	Na unc	Re	Total	Fe3/Fetotal	Fe3/Fetotal unc
# H4321	ReO2	KLB-1	14	1800	Re	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0	0

# The Fe3+/sum(Fe) for the garnet below is a guess based on Z1782 (also Mo-MoO2, KLB-1, 1600C, just 3GPa higher).
# H4692	gt	KLB-1	14	1600	Mo	12	3.160	0.098	1.653	0.164	0.315	0.058	0.000	0.000	2.548	0.104	0.321	0.015	0.000	0.000	0.000	7.997	0.1	0.05
# H4692	ol	KLB-1	14	1600	Mo	4	1.005	0.005	0.001	0.000	0.134	0.006	0.000	0.000	1.850	0.011	0.004	0.001	0.000	0.000	0.000	2.994	0	0
# H4692	hpx	KLB-1	14	1600	Mo	6	1.999	0.021	0.021	0.002	0.128	0.001	0.000	0.000	1.312	0.013	0.531	0.005	0.000	0.000	0.000	3.990	0	0
# H4692	Mo	KLB-1	14	1600	Mo	2	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0	0
# H4692	MoO2	KLB-1	14	1600	Mo	2	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0	0

H4556	gt	KLB-1	14	1600	Fe	12	3.574	0.036	0.738	0.025	0.441	0.030	0.000	0.000	2.494	0.212	0.778	0.076	0.000	0.000	0.000	8.026	0.14	0.04
H4556	ol	KLB-1	14	1600	Fe	4	0.993	0.024	0.031	0.009	0.168	0.020	0.000	0.000	1.784	0.072	0.016	0.008	0.000	0.000	0.000	2.992	0	0
H4556	fcc_iron	KLB-1	14	1600	Fe	1	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0	0


# no reactions
# Z1699	gt	MORB	20	1600	Re	12	3.323	0.037	1.502	0.061	0.666	0.012	0.000	0.000	1.219	0.011	0.995	0.008	0.300	0.014	0.000	8.005	0.21	0.03
# Z1699	stv	MORB	20	1600	Re	2	0.988	0.009	0.012	0.002	0.002	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.003	0.004	0.000	1.008	0	0
# Z1699	Re	MORB	20	1600	Re	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0	0
# Z1699	ReO2	MORB	20	1600	Re	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0	0

# problematic cpx
