133 523.27 0.12
153 523.41 0.10
203 523.70 0.10
253 524.06 0.10
303 524.89 0.09
323 525.04 0.09
368 525.61 0.08
415 526.12 0.08
461 526.83 0.08
508 527.53 0.08
557 528.32 0.08
606 529.04 0.08
655 529.79 0.07
705 530.89 0.08
756 531.87 0.08
808 532.77 0.10
859 533.97 0.08
