11.0 1000.0 -652058.165871 -528913.903901 123.14426197 1.97865341837e-05
11.0 1500.0 -722094.467475 -489079.762759 155.343136477 1.97895861478e-05
11.0 2000.0 -806232.61834 -445502.208829 180.365204755 1.98256578895e-05
11.0 2500.0 -901806.015922 -398262.453347 201.41742503 1.98887058176e-05
11.0 3000.0 -1007285.23233 -346583.479311 220.233917673 1.99781965017e-05
12.0 1000.0 -632421.968436 -509254.49718 123.167471255 1.94895837002e-05
12.0 1500.0 -702451.037409 -469509.896204 155.294094136 1.95008391327e-05
12.0 2000.0 -786549.770876 -426032.807973 180.258481452 1.95434737162e-05
12.0 2500.0 -882057.443647 -378902.828607 201.261846016 1.96117720744e-05
12.0 3000.0 -987445.23041 -327372.448985 220.024260475 1.97050678496e-05
13.0 1000.0 -613072.045592 -489898.739727 123.173305866 1.92135120742e-05
13.0 1500.0 -683086.13044 -450239.270008 155.231240288 1.92320877294e-05
13.0 2000.0 -767139.251795 -406857.877734 180.14068703 1.92805654641e-05
13.0 2500.0 -862576.245929 -359832.056898 201.097675612 1.93535339097e-05
13.0 3000.0 -967869.008236 -308442.621342 219.808795631 1.94502221455e-05
14.0 1000.0 -593988.844227 -470825.250628 123.1635936 1.89557558495e-05
14.0 1500.0 -663981.018789 -431246.924457 155.156062889 1.89808803536e-05
14.0 2000.0 -747983.00662 -387956.936633 180.013034994 1.9034571209e-05
14.0 2500.0 -843344.91251 -341030.280707 200.925852721 1.91116993047e-05
14.0 3000.0 -948539.445697 -289775.009757 219.588145313 1.92114110955e-05
15.0 1000.0 -575155.133187 -452015.196 123.139937188 1.87142134334e-05
15.0 1500.0 -645119.195539 -412514.392227 155.069868875 1.87452067415e-05
15.0 2000.0 -729065.120574 -369311.932087 179.876594244 1.88035541417e-05
15.0 2500.0 -824348.009343 -322479.980646 200.747211479 1.88843890975e-05
15.0 3000.0 -929441.458624 -271352.831807 219.362875606 1.89867926051e-05
