  1.12000E+02  9.31183E+00  1.33950E-01
  1.13000E+02  9.33059E+00  1.34207E-01
  1.14000E+02  9.34921E+00  1.34354E-01
  1.15000E+02  9.36770E+00  1.34448E-01
  1.16000E+02  9.38607E+00  1.34598E-01
  1.17000E+02  9.40433E+00  1.34658E-01
  1.18000E+02  9.42247E+00  1.34757E-01
  1.19000E+02  9.44050E+00  1.34789E-01
  1.20000E+02  9.45844E+00  1.34898E-01
  1.21000E+02  9.47627E+00  1.34955E-01
  1.22000E+02  9.49401E+00  1.34940E-01
  1.23000E+02  9.51166E+00  1.34990E-01
  1.24000E+02  9.52922E+00  1.34999E-01
  1.25000E+02  9.54669E+00  1.34985E-01
  1.26000E+02  9.56408E+00  1.34911E-01
  1.27000E+02  9.58138E+00  1.34977E-01
  1.28000E+02  9.59860E+00  1.34981E-01
  1.29000E+02  9.61574E+00  1.34907E-01
  1.30000E+02  9.63280E+00  1.34909E-01
  1.31000E+02  9.64979E+00  1.34847E-01
  1.32000E+02  9.66670E+00  1.34924E-01
  1.33000E+02  9.68353E+00  1.34945E-01
  1.34000E+02  9.70029E+00  1.34858E-01
  1.35000E+02  9.71698E+00  1.34864E-01
  1.36000E+02  9.73360E+00  1.34842E-01
  1.37000E+02  9.75015E+00  1.34806E-01
  1.38000E+02  9.76662E+00  1.34719E-01
  1.39000E+02  9.78303E+00  1.34743E-01
  1.40000E+02  9.79937E+00  1.34712E-01
  1.41000E+02  9.81564E+00  1.34701E-01
  1.42000E+02  9.83185E+00  1.34638E-01
  1.43000E+02  9.84799E+00  1.34674E-01
  1.44000E+02  9.86406E+00  1.34746E-01
  1.45000E+02  9.88007E+00  1.34558E-01
  1.46000E+02  9.89602E+00  1.34577E-01
  1.47000E+02  9.91190E+00  1.34583E-01
  1.48000E+02  9.92772E+00  1.34550E-01
  1.49000E+02  9.94348E+00  1.34521E-01
  1.50000E+02  9.95919E+00  1.34473E-01
