  4.2464350E+00  6.3587689E+01
  4.2421110E+00  6.3682148E+01
  4.2377050E+00  6.3775790E+01
  4.2332191E+00  6.3868630E+01
  4.2286551E+00  6.3960679E+01
  4.2240147E+00  6.4051952E+01
  4.2192992E+00  6.4142460E+01
  4.2145097E+00  6.4232217E+01
  4.2096472E+00  6.4321233E+01
  4.2047122E+00  6.4409520E+01
  4.1997053E+00  6.4497087E+01
  4.1946270E+00  6.4583944E+01
  4.1894775E+00  6.4670099E+01
  4.1842569E+00  6.4755556E+01
  4.1789652E+00  6.4840319E+01
  4.1736025E+00  6.4924390E+01
  4.1681689E+00  6.5007766E+01
  4.1626643E+00  6.5090443E+01
  4.1570889E+00  6.5172412E+01
  4.1514427E+00  6.5253662E+01
  4.1457262E+00  6.5334176E+01
  4.1399395E+00  6.5413937E+01
  4.1340833E+00  6.5492920E+01
  4.1281581E+00  6.5571101E+01
  4.1221645E+00  6.5648450E+01
  4.1161034E+00  6.5724937E+01
  4.1099756E+00  6.5800526E+01
  4.1037820E+00  6.5875183E+01
  4.0975234E+00  6.5948870E+01
  4.0912007E+00  6.6021547E+01
  4.0848147E+00  6.6093172E+01
  4.0783663E+00  6.6163705E+01
  4.0718562E+00  6.6233101E+01
  4.0652851E+00  6.6301314E+01
  4.0586535E+00  6.6368297E+01
  4.0519619E+00  6.6434000E+01
  4.0452108E+00  6.6498370E+01
  4.0384005E+00  6.6561353E+01
  4.0315312E+00  6.6622889E+01
  4.0246031E+00  6.6682915E+01
  4.0176164E+00  6.6741364E+01
  4.0105710E+00  6.6798163E+01
  4.0034670E+00  6.6853231E+01
  3.9963044E+00  6.6906482E+01
  3.9890832E+00  6.6957821E+01
  3.9818034E+00  6.7007142E+01
  3.9744651E+00  6.7054330E+01
  3.9670684E+00  6.7099255E+01
  3.9596137E+00  6.7141774E+01
  3.9521015E+00  6.7181726E+01
  3.9445326E+00  6.7218931E+01
  3.9369084E+00  6.7253185E+01
  3.9292307E+00  6.7284257E+01
  3.9215022E+00  6.7311888E+01
  3.9137265E+00  6.7335781E+01
  3.9059087E+00  6.7355596E+01
  3.8980559E+00  6.7370949E+01
  3.8901777E+00  6.7381398E+01
  3.8822869E+00  6.7386440E+01
  3.8744010E+00  6.7385508E+01
  3.8665436E+00  6.7377961E+01
  3.8587459E+00  6.7363094E+01
  3.8510491E+00  6.7340149E+01
  3.8435066E+00  6.7308349E+01
  3.8361858E+00  6.7266956E+01
  3.8291686E+00  6.7215367E+01
  3.8225489E+00  6.7153231E+01
  3.8164261E+00  6.7080591E+01
  3.8108946E+00  6.6997970E+01
  3.8060298E+00  6.6906385E+01
  3.8018779E+00  6.6807232E+01
  3.7984512E+00  6.6702085E+01
  3.7957313E+00  6.6592494E+01
  3.7936779E+00  6.6479829E+01
  3.7922379E+00  6.6365214E+01
  3.7913542E+00  6.6249518E+01
  3.7909702E+00  6.6133391E+01
  3.7910336E+00  6.6017301E+01
  3.7914974E+00  6.5901583E+01
  3.7923199E+00  6.5786471E+01
  3.7934650E+00  6.5672124E+01
  3.7949012E+00  6.5558651E+01
  3.7966014E+00  6.5446123E+01
  3.7985420E+00  6.5334583E+01
  3.8007024E+00  6.5224058E+01
  3.8030648E+00  6.5114560E+01
  3.8056137E+00  6.5006092E+01
  3.8083353E+00  6.4898650E+01
  3.8112176E+00  6.4792226E+01
  3.8142499E+00  6.4686809E+01
  3.8174229E+00  6.4582387E+01
  3.8207281E+00  6.4478944E+01
  3.8241581E+00  6.4376467E+01
  3.8277062E+00  6.4274939E+01
  3.8313664E+00  6.4174345E+01
  3.8351333E+00  6.4074670E+01
  3.8390022E+00  6.3975898E+01
  3.8429688E+00  6.3878015E+01
  3.8470291E+00  6.3781005E+01
  3.8511797E+00  6.3684854E+01
  3.8554176E+00  6.3589548E+01
  3.8555015E+00  6.3587689E+01
  3.8598255E+00  6.3493229E+01
  3.8642315E+00  6.3399587E+01
  3.8687174E+00  6.3306747E+01
  3.8732813E+00  6.3214698E+01
  3.8779217E+00  6.3123425E+01
  3.8826372E+00  6.3032917E+01
  3.8874267E+00  6.2943160E+01
  3.8922893E+00  6.2854144E+01
  3.8972243E+00  6.2765857E+01
  3.9022311E+00  6.2678290E+01
  3.9073094E+00  6.2591433E+01
  3.9124590E+00  6.2505278E+01
  3.9176796E+00  6.2419821E+01
  3.9229712E+00  6.2335058E+01
  3.9283339E+00  6.2250987E+01
  3.9337676E+00  6.2167611E+01
  3.9392721E+00  6.2084934E+01
  3.9448476E+00  6.2002965E+01
  3.9504937E+00  6.1921715E+01
  3.9562103E+00  6.1841201E+01
