# Expt id   P (GPa)	T C, wt ppm H2O in ol
SZ0407A      12      1250  4883
SZ0408A      12      1250  8900
SZ0411A      12      1100  5770
SZ0501A      12      1400  4400
H2296        12      1600  1000
# Only data with Si excess included here.
