# Expt id   P (GPa)	T C, wt% H2O in rw, unc
F11H04      20      1300    2.6 0.2
F11H04      20      1300    2.4 0.2
F11H05      20      1370    1.9 0.13
F11H05      20      1370    1.7 0.12
F11H06      23      1450    1.6 0.13
F11H06      23      1450    1.7 0.13
F11H06      23      1450    1.5 0.11
F5H15       23      1680    0.2 0.04
F5H26       23      1800    0.3 0.02
