0.0001 300 4.488 0.002
5.4 300 4.451 0.002
6.5 300 4.444 0.001
9.5 300 4.424 0.001
10.7 300 4.414 0.001
11.9 300 4.409 0.001
13.2 300 4.400 0.001
14.6 300 4.392 0.001
15.2 300 4.387 0.001
16.3 300 4.383 0.002
17.2 300 4.378 0.001
18.5 300 4.367 0.002
20.0 300 4.362 0.001
20.6 300 4.358 0.002
22.1 300 4.352 0.002
23.5 300 4.345 0.001
24.2 300 4.340 0.002
25.1 300 4.338 0.001
26.2 300 4.334 0.002
28.0 300 4.324 0.003
29.3 300 4.316 0.004
30.8 300 4.314 0.002
31.4 300 4.314 0.001
33.2 300 4.303 0.001
34.2 300 4.302 0.001
35.8 300 4.293 0.002
36.3 300 4.290 0.001
