# X_FeO (mol fraction) X_FeO (wt % O) Temperature (K)
8.892863060874403591e-02 2.484475769947849688e+00 2.514614660443988669e+03
8.293018026201685877e-02 2.320781149623060369e+00 2.523853759250397161e+03
7.714718847987389605e-02 2.162445122207906856e+00 2.533092858056806108e+03
7.156191981875625885e-02 2.009034618471884581e+00 2.542331956863214600e+03
6.615864147448190236e-02 1.860164304545082414e+00 2.551571055669623092e+03
6.092333562433338567e-02 1.715489846678923458e+00 2.560810154476032039e+03
5.584346052430343155e-02 1.574702297148463215e+00 2.570049253282440532e+03
5.090775097845599839e-02 1.437523389476686786e+00 2.579288352088849024e+03
4.610605078732508966e-02 1.303701575167207860e+00 2.588527450895257971e+03
4.142917131782274803e-02 1.173008668333082261e+00 2.597766549701666463e+03
3.686877152781040806e-02 1.045236991296886409e+00 2.607005648508074955e+03
3.241725570543597251e-02 9.201969351237636596e-01 2.616244747314483448e+03
2.806768591113862829e-02 7.977148655384019849e-01 2.625483846120892395e+03
2.381370668180514752e-02 6.776313176763291146e-01 2.634722944927300887e+03
1.964948001014476392e-02 5.597994334827669505e-01 2.643962043733709379e+03
1.556962897356614466e-02 4.440836038566195465e-01 2.653201142540118326e+03
1.156918867505907569e-02 3.303582842658030483e-01 2.662440241346526818e+03
7.643563391402772959e-03 2.185069579370177151e-01 2.671679340152935310e+03
3.788489011473639666e-03 1.084212250613773576e-01 2.680918438959344257e+03
2.209649177342796738e-14 6.330568725575810628e-13 2.690157537765752750e+03
