6000 10.2432261304  13.8024691358
6000 13.2085907877  13.1058201058
6000 17.5763265722  12.3298059965
6000 22.4401213947  11.6596119929
6000 27.9648188176  11.0687830688
6000 34.7276260344  10.4955908289
6000 41.2438593044  10.0458553792
6000 49.5756278975  9.57848324515
6000 57.9905096686  9.18165784832
6000 68.5509777807  8.75837742504
6000 79.5246100886  8.39682539683
6000 92.7265052437  8.02645502646
6000 106.506553714  7.70899470899
6000 120.699548045  7.42680776014
6000 133.242505622  7.2151675485
6000 149.829188591  6.96825396825
6000 171.780092138  6.6860670194
6000 186.799342081  6.51851851852
6000 200.250722328  6.37742504409
8000 10.1739408892  15.4074074074
8000 12.3965997831  14.7195767196
8000 15.9382255118  13.8465608466
8000 20.470368187  12.9911816578
8000 26.2407662133  12.1710758377
8000 32.8372015167  11.4391534392
8000 40.3422778251  10.8042328042
8000 49.6629622352  10.1604938272
8000 58.9022073754  9.64902998236
8000 70.6998391593  9.12874779541
8000 82.4981987293  8.69664902998
8000 96.4425085333  8.28218694885
8000 110.304869617  7.93827160494
8000 125.653006121  7.62081128748
8000 139.928749736  7.36507936508
8000 154.369773586  7.13580246914
8000 170.709082043  6.91534391534
8000 187.873772771  6.7037037037
8000 200.169792508  6.57142857143
10000 10.1060384417  17.1798941799
10000 12.0802311449  16.3862433862
10000 14.9610270518  15.442680776
10000 18.502361666  14.5343915344
10000 23.7757545323  13.4938271605
10000 30.53535949  12.532627866
10000 38.6159690836  11.6331569665
10000 45.5436198627  11.0335097002
10000 54.2868059649  10.4162257496
10000 64.268465754  9.860670194
10000 76.3959302199  9.30511463845
10000 89.5144210825  8.82892416226
10000 103.953843803  8.40564373898
10000 120.209165739  8.00881834215
10000 135.722364141  7.69135802469
10000 154.124145761  7.37389770723
10000 170.298246763  7.13580246914
10000 185.069685524  6.9417989418
10000 200.171320859  6.75661375661
