# Run_no Chamber P_(GPa) T_(K)	phase	Fe	Feerr	Al	Alerr	Si	Sierr	Mg	Mgerr	Cations	r=Fe/(Fe+Mg)							
V209	E	14	1673.15	ol	0.141	0.001	0.000	0.001	0.986	0.004	1.880	0.010	3.014	0.0698	0.0006
V209	E	14	1673.15	anB	1.442	0.001	0.040	0.001	5.000	0.100	12.400	0.300	18.923	0.1042	0.0023
V209	E	14	1673.15	mw	0.221	0.001	0.001	0.001	0.001	0.001	0.775	0.003	0.998	0.2219	0.0010
															
V212	E	16	1673.15	wad	0.223	0.005	0.008	0.003	0.985	0.003	1.796	0.006	3.011	0.1105	0.0022
V212	E	16	1673.15	mw	0.232	0.002	0.001	0.001	0.000	0.001	0.765	0.002	0.999	0.2327	0.0016
V212	G	16	1673.15	wad	0.240	0.005	0.007	0.005	0.985	0.003	1.779	0.006	3.011	0.1189	0.0022
V212	G	16	1673.15	mw	0.254	0.003	0.001	0.001	0.000	0.001	0.744	0.003	0.999	0.2545	0.0024
V212	E2	16	1673.15	ring	0.690	0.010	0.004	0.001	0.987	0.005	1.326	0.008	3.011	0.3423	0.0035
V212	E2	16	1673.15	mw	0.551	0.004	0.002	0.001	0.001	0.001	0.445	0.004	0.998	0.5532	0.0029
V212	F2	16	1673.15	ring	0.504	0.007	0.009	0.001	0.979	0.005	1.525	0.006	3.017	0.2484	0.0027
V212	F2	16	1673.15	wad	0.340	0.003	0.013	0.001	0.982	0.003	1.677	0.004	3.012	0.1686	0.0013
V212	F2	16	1673.15	mw	0.388	0.001	0.001	0.001	0.000	0.001	0.609	0.002	0.999	0.3892	0.0010
V212	AC	16	1673.15	wad	0.030	0.004	0.006	0.002	0.986	0.007	1.990	0.010	3.011	0.0149	0.0020
V212	AC	16	1673.15	mw	0.025	0.003	0.000	0.001	0.000	0.001	0.973	0.003	0.999	0.0251	0.0029
V212	B	16	1673.15	wad	0.147	0.008	0.003	0.001	0.988	0.002	1.873	0.005	3.011	0.0728	0.0037
V212	B	16	1673.15	mw	0.148	0.002	0.000	0.001	0.000	0.001	0.852	0.002	1.000	0.1480	0.0017
# V212	F	16	1673.15	wad	0.301	0.005	0.006	0.001	0.984	0.002	1.722	0.005	3.013	0.1488	0.0021 # clear outliers
# V212	F	16	1673.15	ring	0.463	0.008	0.005	0.002	0.984	0.003	1.561	0.009	3.013	0.2288	0.0032 # clear outliers
# V212	F	16	1673.15	mw	0.362	0.004	0.001	0.001	0.000	0.001	0.636	0.004	0.999	0.3627	0.0029 # clear outliers
V212	A	16	1673.15	wad	0.084	0.004	0.003	0.001	0.990	0.008	1.930	0.020	3.009	0.0417	0.0019
V212	A	16	1673.15	mw	0.082	0.003	0.001	0.001	0.000	0.001	0.916	0.002	1.000	0.0822	0.0028
# V212	D	16	1673.15	wad	0.293	0.002	0.007	0.001	0.988	0.004	1.723	0.007	3.009	0.1453	0.0010 # clear outliers
