500 56.59 2 53.2 2 2.3747 2 3.8148 3 18.630 0.003
305 56.49 2 52.8 2 2.3732 2 3.8122 4 18.594 0.004
1700 56.57 4 60.9 3 2.3790 2 3.8527 7 18.884 0.005
1500 56.39 2 60.9 2 2.3758 2 3.8405 7 18.773 0.005
1300 56.28 3 60.6 3 2.3731 2 3.8284 7 18.672 0.005
1100 56.22 2 59.8 2 2.3707 2 3.8206 6 18.596 0.004
900 56.13 3 59.3 3 2.3693 16 3.8128 5 18.536 0.004
700 56.09 1 58.4 1 2.3678 2 3.8063 5 18.481 0.003
500 56.02 2 57.8 2 2.3664 2 3.8008 7 18.432 0.004
306 55.95 1 57.2 1 2.3651 2 3.7975 5 18.397 0.004
1700 55.61 2 68.5 2 2.3655 3 3.8295 10 18.557 0.007
1500 55.51 1 68.1 1 2.3616 3 3.8147 9 18.424 0.007
1300 55.41 2 67.7 2 2.3590 2 3.8052 6 18.338 0.004
1100 55.34 1 67.1 1 2.3573 4 3.7936 12 18.256 0.008
900 55.25 2 66.6 1 2.3555 2 3.7894 7 18.208 0.005
700 55.18 2 66.1 2 2.3543 3 3.7809 4 18.150 0.004
500 55.13 2 65.4 2 2.3531 2 3.7786 4 18.119 0.004
305 55.05 2 64.9 2 2.3516 2 3.7752 9 18.079 0.006
1700 54.80 1 75.5 1 2.3523 3 3.8059 10 18.238 0.007
1500 54.72 0 75.0 1 2.3493 2 3.7915 6 18.123 0.004
1300 54.64 1 74.6 1 2.3463 3 3.7823 9 18.032 0.007
1100 54.56 1 74.1 1 2.3444 2 3.7733 9 17.960 0.005
900 54.50 1 73.6 1 2.3428 2 3.7670 7 17.906 0.004
700 54.43 1 73.0 1 2.3412 2 3.7615 6 17.854 0.004
500 54.35 1 72.6 1 2.3401 2 3.7566 6 17.815 0.004
306 54.29 2 72.1 2 2.3393 2 3.7518 4 17.781 0.003
1900 55.18 1 73.3 1 2.3616 3 3.8288 9 18.492 0.006
900 61.61 2 25.6 1 2.4465 5 3.9463 14 20.455 0.011
700 61.45 2 25.0 1 2.4410 4 3.9326 13 20.293 0.010
500 61.27 2 24.4 1 2.4380 4 3.9243 12 20.200 0.009
300 61.13 2 23.8 1 2.4356 4 3.9182 13 20.128 0.010
1100 60.39 1 32.9 0 2.4299 2 3.9256 7 20.072 0.005
900 60.23 2 32.4 1 2.4256 2 3.9104 6 19.924 0.005
700 60.06 1 31.9 1 2.4224 2 3.9007 6 19.823 0.005
500 59.95 1 31.3 1 2.4201 3 3.8938 8 19.749 0.006
301 59.80 1 30.8 1 2.4184 3 3.8884 8 19.695 0.006
1300 59.58 1 38.6 1 2.4199 3 3.9141 9 19.850 0.006
1100 59.41 1 38.2 1 2.4150 4 3.8994 11 19.695 0.008
900 59.26 2 37.8 1 2.4119 3 3.8897 10 19.595 0.007
700 59.16 2 37.1 1 2.4094 2 3.8809 7 19.512 0.005
500 59.03 1 36.5 1 2.4074 3 3.8745 9 19.446 0.006
301 58.92 1 35.9 1 2.4059 2 3.8690 6 19.395 0.004
1500 58.93 2 43.7 1 2.4133 3 3.9095 9 19.719 0.006
1300 58.77 2 43.3 1 2.4082 3 3.8947 8 19.561 0.006
1100 58.63 2 42.9 1 2.4054 2 3.8827 5 19.455 0.004
900 58.53 2 42.2 1 2.4029 2 3.8727 7 19.364 0.005
700 58.43 1 41.5 1 2.4009 2 3.8650 7 19.294 0.005
500 58.32 1 41.0 1 2.3990 2 3.8590 6 19.233 0.004
305 58.19 2 40.6 1 2.3977 2 3.8541 5 19.189 0.004
1500 58.04 2 49.2 1 2.4002 2 3.8864 7 19.390 0.005
1300 57.89 2 48.9 1 2.3950 2 3.8702 7 19.225 0.005
1100 57.78 1 48.4 1 2.3928 7 3.8595 2 19.137 0.002
900 57.67 2 47.9 1 2.3906 3 3.8503 8 19.057 0.006
700 57.59 1 47.1 1 2.3886 3 3.8434 9 18.990 0.006
500 57.49 2 46.6 1 2.3871 2 3.8374 7 18.937 0.005
305 57.40 2 46.0 1 2.3861 2 3.8330 7 18.899 0.005
1700 57.51 1 54.1 1 2.3941 1 3.8803 2 19.260 0.002
1500 57.37 2 53.7 2 2.3906 2 3.8699 7 19.154 0.005
1300 57.25 2 53.3 2 2.3875 2 3.8577 7 19.044 0.005
1100 57.18 1 52.6 1 2.3854 2 3.8472 6 18.958 0.004
900 57.07 2 52.1 2 2.3833 2 3.8384 6 18.881 0.004
700 57.00 1 51.4 1 2.3814 2 3.8315 6 18.817 0.004
500 56.89 2 50.9 1 2.3795 2 3.8268 7 18.764 0.005
304 56.79 2 50.5 2 2.3785 3 3.8223 8 18.727 0.006
1700 56.52 3 61.2 2 2.3793 3 3.8556 10 18.903 0.007
1500 56.45 2 60.5 1 2.3754 3 3.8414 9 18.771 0.006
1300 56.32 2 60.3 2 2.3726 3 3.8311 8 18.677 0.005
1100 56.22 2 59.8 2 2.3707 2 3.8213 5 18.599 0.004
900 56.14 2 59.2 2 2.3688 2 3.8130 7 18.529 0.005
700 56.05 2 58.7 2 2.3672 3 3.8059 9 18.469 0.006
500 55.97 2 58.1 1 2.3659 2 3.8005 6 18.424 0.005
304 55.88 2 57.7 1 2.3651 2 3.7962 6 18.390 0.004
1700 55.78 2 67.0 2 2.3684 2 3.8344 6 18.627 0.004
1500 55.68 2 66.6 1 2.3636 2 3.8201 7 18.482 0.005
1300 55.57 2 66.4 2 2.3610 2 3.8097 5 18.391 0.003
1100 55.48 2 65.9 1 2.3592 1 3.7999 4 18.316 0.003
900 55.41 2 65.3 1 2.3575 1 3.7920 4 18.252 0.003
700 55.32 2 64.8 2 2.3558 2 3.7858 4 18.196 0.003
500 55.25 1 64.3 1 2.3545 2 3.7813 5 18.154 0.004
304 55.17 2 63.8 2 2.3536 2 3.7777 7 18.122 0.005
1700 54.99 1 73.8 1 2.3544 2 3.8093 5 18.287 0.004
1500 54.89 1 73.5 1 2.3513 2 3.7971 5 18.180 0.003
1300 54.80 2 73.1 2 2.3486 2 3.7880 7 18.094 0.005
1100 54.74 1 72.5 1 2.3472 1 3.7788 4 18.030 0.003
900 54.65 1 72.1 1 2.3455 2 3.7710 5 17.966 0.004
700 54.57 1 71.6 1 2.3438 1 3.7654 4 17.914 0.003
500 54.50 1 71.2 1 2.3425 2 3.7599 5 17.867 0.003
305 54.42 1 70.8 1 2.3412 2 3.7569 5 17.834 0.003
1700 54.27 2 80.5 2 2.3439 2 3.7907 5 18.036 0.004
1500 54.19 1 80.0 1 2.3399 2 3.7769 5 17.909 0.003
1300 54.09 2 79.9 2 2.3374 2 3.7678 4 17.828 0.003
1100 54.00 1 79.6 1 2.3361 1 3.7586 4 17.764 0.003
900 53.94 2 79.0 2 2.3342 2 3.7523 5 17.705 0.003
700 53.86 2 78.6 2 2.3327 2 3.7462 6 17.654 0.004
500 53.80 2 78.1 2 2.3315 2 3.7417 6 17.615 0.004
305 53.72 2 77.8 2 2.3306 2 3.7377 6 17.582 0.004
