% H (MJ/kg) T (K) rho (10^3 kg/m^3) V/V0 rho_el (muOhmcm)
1.5	2125	6.85	1.148	150.5
1.6	2250	6.75	1.164	153.3
1.7	2340	6.64	1.184	156
1.8	2490	6.54	1.202	158
1.9	2600	6.4	1.229	161.3
2	2735	6.34	1.24	163.7
2.1	2860	6.29	1.25	165.1
2.2	2990	6.22	1.263	167.2
2.3	3100	6.15	1.278	170.3
2.4	3230	6.07	1.295	172.4
2.5	3360	6.02	1.305	174.1
2.6	3475	5.98	1.315	175.1
2.7	3585	5.9	1.333	178.2
2.8	3710	5.8	1.355	181
2.9	3835	5.65	1.393	183.4
3	3950	5.54	1.42	186
