1.000000000000000000e+00 1.728943460045107372e+01
2.098999999999999844e+01 1.729339246869463409e+01
4.097999999999999687e+01 1.731789483112484618e+01
6.096999999999999886e+01 1.738182368546827661e+01
8.095999999999999375e+01 1.749965677828154753e+01
1.009499999999999886e+02 1.767042935187478747e+01
1.209399999999999977e+02 1.787683769050150318e+01
1.409299999999999784e+02 1.809699469787452131e+01
1.609199999999999875e+02 1.831355354048687900e+01
1.809099999999999966e+02 1.851601659768917330e+01
2.008999999999999773e+02 1.869949267570305551e+01
2.208899999999999864e+02 1.886271590846141066e+01
2.408799999999999955e+02 1.900643301086498127e+01
2.608700000000000045e+02 1.913234478373911429e+01
2.808599999999999568e+02 1.924248859517925325e+01
3.008499999999999659e+02 1.935544466272099839e+01
3.208399999999999750e+02 1.942350962896276201e+01
3.408299999999999841e+02 1.949796812405534752e+01
3.608199999999999932e+02 1.956374743502206570e+01
3.808099999999999454e+02 1.962209862298064422e+01
4.007999999999999545e+02 1.967408411591318895e+01
4.207899999999999636e+02 1.972060261370157264e+01
4.407799999999999727e+02 1.976241329046720807e+01
4.607699999999999818e+02 1.980015760270148917e+01
4.807599999999999909e+02 1.983437831434972054e+01
5.007499999999999432e+02 1.986553561328460660e+01
5.207400000000000091e+02 1.989402073356600908e+01
5.407299999999999045e+02 1.992016722493704606e+01
5.607199999999999136e+02 1.994426035491747484e+01
5.807099999999999227e+02 1.996654488750178302e+01
6.006999999999999318e+02 1.998723151238542073e+01
6.206899999999999409e+02 2.000650217739590175e+01
6.406799999999999500e+02 2.002451457035172666e+01
6.606699999999999591e+02 2.004140477548449439e+01
6.806599999999999682e+02 2.005729414939983712e+01
7.006499999999999773e+02 2.007228626976453256e+01
7.206399999999999864e+02 2.008647377554976288e+01
7.406299999999999955e+02 2.009993536350216914e+01
7.606199999999998909e+02 2.011274315275628055e+01
7.806099999999999000e+02 2.012496007403083809e+01
8.005999999999999091e+02 2.013629849827671592e+01
8.205899999999999181e+02 2.014747898325700248e+01
8.405799999999999272e+02 2.015821824267882789e+01
8.605699999999999363e+02 2.016855578883829025e+01
8.805599999999999454e+02 2.017882239707947178e+01
9.005499999999999545e+02 2.018847097719086037e+01
9.205399999999999636e+02 2.019781364980704552e+01
9.405299999999999727e+02 2.020687618586330814e+01
9.605199999999999818e+02 2.021568181658918206e+01
9.805099999999998772e+02 2.022425161968263296e+01
1.000499999999999886e+03 2.023260467792957229e+01
1.020489999999999895e+03 2.024075831859650521e+01
1.040480000000000018e+03 2.024872830865629680e+01
1.060470000000000027e+03 2.025652903643154445e+01
1.080459999999999809e+03 2.026417361493682279e+01
1.100449999999999818e+03 2.027167406133381178e+01
1.120439999999999827e+03 2.027904135685699316e+01
1.140429999999999836e+03 2.028628560076745657e+01
1.160419999999999845e+03 2.029341604201604810e+01
1.180409999999999854e+03 2.030044120750395109e+01
1.200399999999999864e+03 2.030736895820123777e+01
1.220389999999999873e+03 2.031420653824139322e+01
1.240379999999999882e+03 2.032096064787461387e+01
1.260369999999999891e+03 2.032763745711659453e+01
1.280359999999999900e+03 2.033424273395453952e+01
1.300349999999999909e+03 2.034078176457538234e+01
1.320339999999999918e+03 2.034725951696569268e+01
1.340329999999999927e+03 2.035368056143730087e+01
1.360319999999999936e+03 2.036004919510438071e+01
1.380309999999999945e+03 2.036636939038240257e+01
1.400299999999999955e+03 2.037264486260997387e+01
1.420289999999999964e+03 2.037887908438702311e+01
1.440279999999999973e+03 2.038507530883421737e+01
1.460269999999999982e+03 2.039123656831785070e+01
1.480259999999999991e+03 2.039736570710797992e+01
1.500249999999999773e+03 2.040346541114436718e+01
1.520239999999999782e+03 2.040953816984134050e+01
1.540229999999999791e+03 2.041558635869901650e+01
1.560219999999999800e+03 2.042161218277092871e+01
1.580209999999999809e+03 2.042761774344640457e+01
1.600199999999999818e+03 2.043360499865289626e+01
1.620189999999999827e+03 2.043957581229611264e+01
1.640179999999999836e+03 2.044553194984897004e+01
1.660169999999999845e+03 2.045147507216884719e+01
1.680159999999999854e+03 2.045740674698814132e+01
1.700149999999999864e+03 2.046332845726706751e+01
1.720139999999999873e+03 2.046924162204109621e+01
1.740129999999999882e+03 2.047514759980427357e+01
1.760119999999999891e+03 2.048104763790129823e+01
1.780109999999999900e+03 2.048694297095121897e+01
1.800099999999999909e+03 2.049283475194411608e+01
1.820089999999999918e+03 2.049872405965166422e+01
1.840079999999999927e+03 2.050461196572055655e+01
1.860069999999999936e+03 2.051049946480330277e+01
1.880059999999999945e+03 2.051638751366286328e+01
1.900049999999999955e+03 2.052227702191581216e+01
1.920039999999999964e+03 2.052816889076407847e+01
1.940029999999999745e+03 2.053406393076571135e+01
1.960019999999999754e+03 2.053996295619859325e+01
1.980009999999999764e+03 2.054586674722182238e+01
2.000000000000000000e+03 2.055177605320810130e+01
