# P/GPa	T/K	C11	C22	C33	C12	C13	C23	C44	C55	C66	K	G
#	120	0	1252	929	1233	414	326	478	277	266	408	647	328
#	120	0	1308	968	1298	444	343	507	295	278	439	681	344
#	120	0	1270	937	1264	425	329	493	291	264	412	660	332
120	0	1258	936	1235	414	328	479	277	261	407	650	327
120	0	1275	931	1242	416	315	480	279	258	408	650	328
136	0	1332	995	1318	461	362	525	291	279	442	702	345
136	3000	1198	909	1183	400	347	500	273	230	360	640	300
135	4000	1107	847	1131	429	318	441	251	221	361	604	285
# commented from other authors
