#	Temperature ( C)	a	b	c	V	alpha_V
	25	4.7627	10.2251	5.9908	291.75	27.8
	96	4.7644	10.2316	5.9944	292.21	28.3
	263	4.7689	10.251	6.0077	293.69	29.6
	355	4.7703	10.2645	6.0122	294.39	30.3
	450	4.7742	10.2738	6.0201	295.28	31.1
	595	4.7815	10.2903	6.0288	296.71	32.2
	690	4.7865	10.3043	6.0343	297.62	32.9
	760	4.7883	10.3096	6.0368	297.98	33.5
	844	4.7946	10.3197	6.044	299.05	34.1
	963	4.7997	10.3377	6.051	300.24	35
#	San Carlos olivine, fo = 90.4
#	Singh and Simmons, 1967
