# P (GPa) T (K)
16.2656194934  1 1940 100
20.4925408993  1 2090 100
23.3425778578  1 2065 100
26.022011065   1 2030 100
25.0452669179  1 2190 100
31.7589179804  1 2170 100
37.9989301688  2 2310 100
44.8939000369  2 2360 100
70.1509566953  3 2720 180
100.231629333  8 2830 120
115.051888486  9 3050 200
120.584707107  9 3000 100
140.240636675  10 3050 150
