10 1935 B20
11 1792 B20
13 1794 B20_B2
15 1871	B20
15 1918 B20
13 2070 B20_B2
15 2027 B20_B2
20 1813 B20
24 1902 B20_B2
24 2023 B2
28 1700 B20_B2
29 2021 B20_B2
30 1900	B20_B2
34 1917 B20_B2
