0.00595738343209  2292.07852044
1.75072605611  2247.23857193
3.70363081244  2186.42219764
5.44653780279  2125.62497207
7.39720854033  2045.65986532
9.20639142137  1952.94170275
11.0837118754  1844.25988021
12.5395474516  1722.8505335
14.3360708929  1521.62288699
15.2989329901  1374.72657738
15.4363251455  1352.37362368
17.1237540026  1416.04954203
18.7374602398  1447.81728918
21.8907777577  1476.25315688
24.0618716822  1485.62965288
25.0422335933  1488.73174753
25.5359517452  1520.60162126
28.7041627217  1676.69570536
31.3790278827  1804.11137116
33.9116605142  1912.39107031
36.3716875352  1998.3369645
