# Exp # P (GPa) T (K) Assemblage Melt composition (SiO2 wt%, err)
2	26	2430  1		 4.7  	1.1
5	33	2680  1		 0.70	0.08
11	123	3730  1		 0.63	0.05
3	80	2270  2		 0 	0
4	67	2050  2		 0 	0
6	81	2730  2		 0 	0
7	33	2200  2		 0 	0
8	116	2760  2 	 0 	0
9	131	3350  2		 0 	0
10	101	2180  2		 0 	0
# Assemblages
# 1) melted
# 2) not melted
