fcc 0.511190023891  1424.62653692
fcc 0.511202260941  1376.75520075
fcc 0.510985839986  1323.39397471
fcc 0.511384301614  1264.61208554
fcc 0.511472874541  1218.11479518
bcc 0.51148616048  1166.14020162
bcc 0.511421012761  1120.99807704
bcc 0.511433599441  1071.7589884
bcc 0.511829264029  1023.91911893
bcc 0.512148243109  976.072956121
mt 0.539080473166  1517.188975
mt 0.54144548686  1565.2554047
mt 0.544867315425  1679.06205932
fcc 0.510939 1222.07160224
bcc 0.511131 1172.8465432
bcc 0.511467 1121.78241653
bcc 0.511611 1072.56293888
bcc 0.511948 1021.49881221
bcc 0.512672 972.212357893
bcc 0.512865 922.987298852
bcc 0.513591 871.878521071
fcc 0.511467 1223.83253043
bcc 0.511755 1172.77398515
bcc 0.512141 1123.52660055
bcc 0.51243 1074.29037873
bcc 0.512768 1021.4039286
bcc 0.513349 972.134218449
bcc 0.513591 922.903578019
bcc 0.514222 871.805963016
bcc 0.515879 842.459020396
