>> -W1,black
12.8488985995 -0.947120010457 0.8
>> -W0.5,grey,-
13.1613077055 -0.256507684911 0.85
13.2570822473 -0.215755738777 0.85
13.3528567891 -0.175037612139 0.85
13.4486313309 -0.134352965152 0.85
13.5444058727 -0.0937014621399 0.85
13.6401804145 -0.053082771539 0.85
13.7359549563 -0.0124965658476 0.85
13.8317294981 0.0280574784261 0.85
13.9275040399 0.0685796808146 0.85
14.0232785817 0.109070356941 0.85
14.1190531236 0.149529818567 0.85
>> -W0.5,grey,
13.5050908009 0.774065581181 0.9
13.7194287418 0.864567190943 0.9
13.9337666826 0.954890589734 0.9
14.1481046234 1.04503955948 0.9
14.3624425643 1.13501778193 0.9
14.5767805051 1.22482884144 0.9
14.7911184459 1.31447622772 0.9
15.0054563868 1.4039633384 0.9
15.2197943276 1.49329348162 0.9
15.4341322684 1.58246987847 0.9
15.6484702093 1.6714956654 0.9
>> -W0.5,grey,-
13.8391794405 2.58144738447 0.95
14.2044466127 2.73426800371 0.95
14.569713785 2.88652421482 0.95
14.9349809572 3.03823513287 0.95
15.3002481294 3.1894190803 0.95
15.6655153016 3.34009362606 0.95
16.0307824738 3.49027561971 0.95
16.396049646 3.63998122457 0.95
16.7613168182 3.78922594917 0.95
17.1265839904 3.93802466874 0.95
17.4918511626 4.08639169763 0.95
>> -W0.5,grey,
11.5640486996 -1.94489126858 0.6
12.2076438296 -1.49100917212 0.6
12.8512389597 -1.0414341594 0.6
13.4948340897 -0.596011899747 0.6
14.1384292197 -0.154597591725 0.6
14.7820243498 0.282944761615 0.6
15.4256194798 0.716743008143 0.6
16.0692146099 1.14691744041 0.6
16.7128097399 1.57358133455 0.6
17.35640487 1.99684144034 0.6
18.0 2.41679842751 0.6
>> -W0.5,grey,-
12.1480260963 -1.53225825561 0.65
12.7332234866 -1.12352093315 0.65
13.318420877 -0.718249232189 0.65
13.9036182674 -0.316331767908 0.65
14.4888156578 0.0823365782864 0.65
15.0740130481 0.477855089387 0.65
15.6592104385 0.870317606494 0.65
16.2444078289 1.25981288924 0.65
16.8296052193 1.64642494591 0.65
17.4148026096 2.03023333944 0.65
18.0 2.41131345738 0.65
>> -W0.5,grey,
12.7224460174 -1.0564149065 0.7
13.2502014156 -0.691171691669 0.7
13.7779568139 -0.328684341495 0.7
14.3057122122 0.0311257962358 0.7
14.8334676104 0.388333391617 0.7
15.3612230087 0.743009368793 0.7
15.8889784069 1.09522113587 0.7
16.4167338052 1.44503279299 0.7
16.9444892035 1.79250533614 0.7
17.4722446017 2.13769682432 0.7
18.0 2.48066255629 0.7
>> -W0.5,grey,-
13.7583497144 -0.174473165203 0.75
14.182514743 0.114641204639 0.75
14.6066797715 0.402046129859 0.75
15.0308448001 0.687779552271 0.75
15.4550098286 0.971877882834 0.75
15.8791748572 1.2543760768 0.75
16.3033398858 1.53530769683 0.75
16.7275049143 1.81470500944 0.75
17.1516699429 2.09259900308 0.75
17.5758349714 2.36901947742 0.75
18.0 2.64399509084 0.75
>> -W0.5,grey,
14.9001704041 0.892651699674 0.8
15.2101533637 1.10050886905 0.8
15.5201363233 1.30748836211 0.8
15.8301192829 1.51360389983 0.8
16.1401022425 1.71886880601 0.8
16.4500852021 1.92329602142 0.8
16.7600681617 2.12689811734 0.8
17.0700511212 2.32968730858 0.8
17.3800340808 2.53167546584 0.8
17.6900170404 2.73287412772 0.8
18.0 2.93329451215 0.8
>> -W0.5,grey,-
16.0755533494 2.15465131379 0.85
16.2679980145 2.28155005002 0.85
16.4604426795 2.40812193975 0.85
16.6528873446 2.53437004626 0.85
16.8453320096 2.66029737946 0.85
17.0377766747 2.78590689705 0.85
17.2302213398 2.91120150569 0.85
17.4226660048 3.03618406211 0.85
17.6151106699 3.16085737418 0.85
17.8075553349 3.285224202 0.85
18.0 3.4092872589 0.85
>> -W0.5,grey,
17.2724892501 3.74039402219 0.9
17.3452403251 3.78754386908 0.9
17.4179914001 3.83464833006 0.9
17.4907424751 3.88170756168 0.9
17.5634935501 3.92872171951 0.9
17.6362446251 3.97569095816 0.9
17.7089957001 4.02261543127 0.9
17.781746775 4.06949529151 0.9
17.85449785 4.11633069062 0.9
17.927248925 4.1631217794 0.9
18.0 4.2098687077 0.9

