>> -W1,black
6.000075 -10.3624446701
6.240074 -10.2718625714
6.480073 -10.1810321421
6.720072 -10.0899652361
6.960071 -9.99867267664
7.20007 -9.90716439396
7.440069 -9.81544953833
7.680068 -9.72353657332
7.920067 -9.63143335394
8.160066 -9.53914719262
8.400065 -9.44668491538
8.640064 -9.35405291003
8.880063 -9.26125716781
9.120062 -9.16830331968
9.360061 -9.07519666795
9.60006 -8.98194221427
9.840059 -8.88854468417
10.080058 -8.79500854909
10.320057 -8.70133804579
10.560056 -8.60753719396
10.800055 -8.51360981186
11.040054 -8.41955953054
11.280053 -8.32538980669
11.520052 -8.23110393428
11.760051 -8.13670505515
12.00005 -8.0421961687
12.240049 -7.94758014076
12.480048 -7.85285971168
12.720047 -7.75803750382
12.960046 -7.66311602842
13.200045 -7.56809769193
13.440044 -7.4729848019
13.680043 -7.37777957241
13.920042 -7.28248412908
14.160041 -7.18710051381
14.40004 -7.09163068908
14.640039 -6.99607654208
14.880038 -6.90043988846
15.120037 -6.80472247588
15.360036 -6.70892598735
15.600035 -6.61305204433
15.840034 -6.51710220964
16.080033 -6.4210779902
16.320032 -6.32498083964
16.560031 -6.22881216065
16.80003 -6.13257330735
17.040029 -6.03626558736
17.280028 -5.93989026391
17.520027 -5.84344855769
17.760026 -5.74694164871
18.000025 -5.65037067799
18.240024 -5.55373674921
18.480023 -5.4570409302
18.720022 -5.36028425447
18.960021 -5.26346772254
19.20002 -5.16659230326
19.440019 -5.0696589351
19.680018 -4.97266852729
19.920017 -4.87562196097
20.160016 -4.77852009028
20.400015 -4.68136374336
20.640014 -4.58415372333
20.880013 -4.48689080924
21.120012 -4.38957575694
21.360011 -4.29220929993
21.60001 -4.19479215018
21.840009 -4.09732499888
22.080008 -3.99980851721
22.320007 -3.90224335704
22.560006 -3.80463015157
22.800005 -3.70696951602
23.040004 -3.60926204824
23.280003 -3.5115083293
23.520002 -3.41370892404
23.760001 -3.31586438165
24.0 -3.21797523617
>> -W1,red,-
0.0001 -8.33704979582
0.049605124346 -8.31921780096
0.099110248692 -8.30138843131
0.148615373038 -8.28356171628
0.198120497384 -8.26573768383
0.24762562173 -8.24791636042
0.297130746076 -8.23009777115
0.346635870422 -8.21228193977
0.396140994768 -8.1944688887
0.445646119114 -8.17665863916
0.49515124346 -8.15885121113
0.544656367806 -8.14104662343
0.594161492152 -8.12324489378
0.643666616498 -8.1054460388
0.693171740844 -8.08765007407
0.74267686519 -8.06985701416
0.792181989536 -8.05206687269
0.841687113882 -8.03427966232
0.891192238228 -8.01649539483
0.940697362574 -7.99871408112
0.99020248692 -7.98093573123
1.03970761127 -7.96316035442
1.08921273561 -7.94538795914
1.13871785996 -7.92761855312
1.1882229843 -7.90985214333
1.23772810865 -7.89208873604
1.287233233 -7.87432833686
1.33673835734 -7.85657095074
1.38624348169 -7.83881658197
1.43574860603 -7.82106523428
1.48525373038 -7.80331691077
1.53475885473 -7.78557161398
1.58426397907 -7.76782934593
1.63376910342 -7.75009010807
1.68327422776 -7.73235390137
1.73277935211 -7.7146207263
1.78228447646 -7.69689058284
1.8317896008 -7.67916347053
1.88129472515 -7.66143938847
1.93079984949 -7.64371833531
1.98030497384 -7.62600030932
2.02981009819 -7.60828530833
2.07931522253 -7.59057332984
2.12882034688 -7.57286437093
2.17832547122 -7.55515842836
2.22783059557 -7.53745549853
2.27733571992 -7.5197555775
2.32684084426 -7.50205866104
2.37634596861 -7.48436474458
2.42585109295 -7.46667382327
2.4753562173 -7.44898589198
2.52486134165 -7.43130094527
2.57436646599 -7.41361897749
2.62387159034 -7.39593998267
2.67337671468 -7.37826395465
2.72288183903 -7.360590887
2.77238696338 -7.34292077307
2.82189208772 -7.32525360599
2.87139721207 -7.30758937868
2.92090233642 -7.28992808384
2.97040746076 -7.27226971401
3.01991258511 -7.25461426151
3.06941770945 -7.23696171849
3.1189228338 -7.21931207692
3.16842795815 -7.2016653286
3.21793308249 -7.18402146519
3.26743820684 -7.16638047818
3.31694333118 -7.14874235891
3.36644845553 -7.13110709857
3.41595357988 -7.11347468824
3.46545870422 -7.09584511885
3.51496382857 -7.0782183812
3.56446895291 -7.06059446599
3.61397407726 -7.04297336379
3.66347920161 -7.02535506506
3.71298432595 -7.00773956016
3.7624894503 -6.99012683935
3.81199457464 -6.9725168928
3.86149969899 -6.95490971056
3.91100482334 -6.93730528264
3.96050994768 -6.91970359892
4.01001507203 -6.90210464922
4.05952019637 -6.8845084233
4.10902532072 -6.86691491083
4.15853044507 -6.84932410141
4.20803556941 -6.83173598459
4.25754069376 -6.81415054984
4.3070458181 -6.79656778659
4.35655094245 -6.7789876842
4.4060560668 -6.761410232
4.45556119114 -6.74383541926
4.50506631549 -6.72626323518
4.55457143983 -6.70869366897
4.60407656418 -6.69112670975
4.65358168853 -6.67356234662
4.70308681287 -6.65600056867
4.75259193722 -6.63844136492
4.80209706156 -6.62088472437
4.85160218591 -6.60333063602
4.90110731026 -6.5857790888
4.9506124346 -6.56823007166
>> -W1,red,-
4.9506124346 -6.56823007166
5.03854763075 -6.5328461003
5.1264828269 -6.49749637858
5.21441802305 -6.46218060184
5.3023532192 -6.42689846935
5.39028841535 -6.39164968422
5.4782236115 -6.35643395335
5.56615880765 -6.32125098736
5.65409400381 -6.28610050051
5.74202919996 -6.25098221067
5.82996439611 -6.21589583925
5.91789959226 -6.1808411111
6.00583478841 -6.14581775452
6.09376998456 -6.11082550116
6.18170518071 -6.07586408595
6.26964037686 -6.04093324709
6.35757557301 -6.00603272597
6.44551076916 -5.97116226713
6.53344596531 -5.93632161818
6.62138116146 -5.90151052978
6.70931635761 -5.8667287556
6.79725155376 -5.83197605222
6.88518674991 -5.79725217914
6.97312194606 -5.76255689871
7.06105714221 -5.72788997607
7.14899233836 -5.69325117913
7.23692753451 -5.65864027852
7.32486273066 -5.62405704753
7.41279792681 -5.58950126211
7.50073312296 -5.55497270077
7.58866831911 -5.52047114458
7.67660351526 -5.48599637715
7.76453871142 -5.45154818452
7.85247390757 -5.41712635519
7.94040910372 -5.38273068006
8.02834429987 -5.34836095239
8.11627949602 -5.31401696775
8.20421469217 -5.27969852404
8.29214988832 -5.24540542136
8.38008508447 -5.21113746209
8.46802028062 -5.17689445077
8.55595547677 -5.14267619409
8.64389067292 -5.1084825009
8.73182586907 -5.07431318211
8.81976106522 -5.04016805071
8.90769626137 -5.00604692173
8.99563145752 -4.97194961218
9.08356665367 -4.93787594108
9.17150184982 -4.90382572936
9.25943704597 -4.86979879991
9.34737224212 -4.83579497747
9.43530743827 -4.80181408867
9.52324263442 -4.76785596197
9.61117783057 -4.73392042765
9.69911302672 -4.70000731776
9.78704822287 -4.66611646612
9.87498341903 -4.6322477083
9.96291861518 -4.59840088156
10.0508538113 -4.56457582487
10.1387890075 -4.53077237884
10.2267242036 -4.49699038575
10.3146593998 -4.46322968947
10.4025945959 -4.4294901355
10.4905297921 -4.3957715709
10.5784649882 -4.36207384427
10.6664001844 -4.32839680577
10.7543353805 -4.29474030706
10.8422705767 -4.26110420129
10.9302057728 -4.22748834308
11.018140969 -4.19389258852
11.1060761651 -4.16031679511
11.1940113613 -4.12676082178
11.2819465574 -4.09322452886
11.3698817536 -4.05970777803
11.4578169497 -4.02621043236
11.5457521459 -3.99273235624
11.633687342 -3.9592734154
11.7216225382 -3.92583347687
11.8095577343 -3.89241240897
11.8974929305 -3.85901008129
11.9854281266 -3.82562636468
12.0733633228 -3.79226113123
12.1612985189 -3.75891425425
12.2492337151 -3.72558560827
12.3371689112 -3.69227506901
12.4251041074 -3.65898251336
12.5130393035 -3.62570781939
12.6009744997 -3.59245086629
12.6889096958 -3.55921153443
12.776844892 -3.52598970526
12.8647800881 -3.49278526136
12.9527152843 -3.45959808639
13.0406504804 -3.42642806509
13.1285856766 -3.39327508329
13.2165208727 -3.36013902783
13.3044560689 -3.32701978664
13.392391265 -3.29391724863
13.4803264612 -3.26083130376
13.5682616573 -3.22776184297
13.6561968535 -3.19470875821
13.7441320496 -3.1616719424
>> -W1,red,-
13.7441320496 -3.1616719424
13.7896340028 -3.14085008686
13.835135956 -3.12003730351
13.8806379091 -3.09923356795
13.9261398623 -3.0784388559
13.9716418155 -3.05765314316
14.0171437686 -3.03687640564
14.0626457218 -3.01610861934
14.1081476749 -2.99534976038
14.1536496281 -2.97459980494
14.1991515813 -2.95385872934
14.2446535344 -2.93312650995
14.2901554876 -2.91240312328
14.3356574407 -2.89168854592
14.3811593939 -2.87098275453
14.4266613471 -2.85028572591
14.4721633002 -2.82959743691
14.5176652534 -2.8089178645
14.5631672066 -2.78824698574
14.6086691597 -2.76758477778
14.6541711129 -2.74693121785
14.699673066 -2.72628628328
14.7451750192 -2.70564995151
14.7906769724 -2.68502220003
14.8361789255 -2.66440300646
14.8816808787 -2.64379234848
14.9271828319 -2.62319020387
14.972684785 -2.60259655051
15.0181867382 -2.58201136635
15.0636886913 -2.56143462943
15.1091906445 -2.54086631788
15.1546925977 -2.52030640993
15.2001945508 -2.49975488386
15.245696504 -2.47921171809
15.2911984571 -2.45867689106
15.3367004103 -2.43815038136
15.3822023635 -2.41763216761
15.4277043166 -2.39712222854
15.4732062698 -2.37662054297
15.518708223 -2.35612708978
15.5642101761 -2.33564184795
15.6097121293 -2.31516479654
15.6552140824 -2.29469591469
15.7007160356 -2.2742351816
15.7462179888 -2.25378257659
15.7917199419 -2.23333807904
15.8372218951 -2.21290166839
15.8827238482 -2.1924733242
15.9282258014 -2.17205302607
15.9737277546 -2.15164075371
16.0192297077 -2.13123648689
16.0647316609 -2.11084020547
16.1102336141 -2.09045188936
16.1557355672 -2.07007151859
16.2012375204 -2.04969907322
16.2467394735 -2.02933453342
16.2922414267 -2.00897787943
16.3377433799 -1.98862909155
16.383245333 -1.96828815017
16.4287472862 -1.94795503574
16.4742492394 -1.92762972881
16.5197511925 -1.90731220997
16.5652531457 -1.88700245992
16.6107550988 -1.86670045939
16.656257052 -1.84640618922
16.7017590052 -1.82611963031
16.7472609583 -1.80584076362
16.7927629115 -1.7855695702
16.8382648646 -1.76530603116
16.8837668178 -1.74505012768
16.929268771 -1.72480184102
16.9747707241 -1.7045611525
17.0202726773 -1.68432804351
17.0657746305 -1.66410249552
17.1112765836 -1.64388449006
17.1567785368 -1.62367400872
17.2022804899 -1.60347103318
17.2477824431 -1.58327554518
17.2932843963 -1.56308752651
17.3387863494 -1.54290695906
17.3842883026 -1.52273382474
17.4297902558 -1.50256810559
17.4752922089 -1.48240978365
17.5207941621 -1.46225884108
17.5662961152 -1.44211526006
17.6117980684 -1.42197902288
17.6573000216 -1.40185011186
17.7028019747 -1.3817285094
17.7483039279 -1.36161419796
17.793805881 -1.34150716006
17.8393078342 -1.32140737831
17.8848097874 -1.30131483534
17.9303117405 -1.28122951387
17.9758136937 -1.26115139669
18.0213156469 -1.24108046663
18.0668176 -1.22101670659
18.1123195532 -1.20096009954
18.1578215063 -1.1809106285
18.2033234595 -1.16086827657
18.2488254127 -1.14083302689
18.2943273658 -1.12080486266
>> -W1,red,-
18.2943273658 -1.12080486266
18.3513840922 -1.09374205097
18.4084408185 -1.06669204494
18.4654975449 -1.03965481057
18.5225542712 -1.01263031403
18.5796109975 -0.985618521609
18.6366677239 -0.958619399754
18.6937244502 -0.931632915054
18.7507811766 -0.904659034245
18.8078379029 -0.877697724203
18.8648946292 -0.850748951947
18.9219513556 -0.823812684639
18.9790080819 -0.796888889578
19.0360648083 -0.769977534206
19.0931215346 -0.743078586101
19.150178261 -0.716192012981
19.2072349873 -0.689317782702
19.2642917136 -0.662455863252
19.32134844 -0.63560622276
19.3784051663 -0.608768829485
19.4354618927 -0.581943651824
19.492518619 -0.555130658304
19.5495753453 -0.528329817586
19.6066320717 -0.501541098462
19.663688798 -0.474764469856
19.7207455244 -0.447999900821
19.7778022507 -0.421247360538
19.8348589771 -0.39450681832
19.8919157034 -0.367778243605
19.9489724297 -0.34106160596
20.0060291561 -0.314356875076
20.0630858824 -0.287664020771
20.1201426088 -0.26098301299
20.1771993351 -0.234313821798
20.2342560614 -0.207656417387
20.2913127878 -0.181010770069
20.3483695141 -0.154376850281
20.4054262405 -0.127754628578
20.4624829668 -0.101144075639
20.5195396932 -0.0745451622616
20.5765964195 -0.0479578593614
20.6336531458 -0.0213821379745
20.6907098722 0.00518203074595
20.7477665985 0.0317346755292
20.8048233249 0.0582758249878
20.8618800512 0.0848055076188
20.9189367775 0.111323751803
20.9759935039 0.137830585808
21.0330502302 0.164326037786
21.0901069566 0.190810135777
21.1471636829 0.217282907706
21.2042204093 0.243744381389
21.2612771356 0.270194584528
21.3183338619 0.296633544716
21.3753905883 0.323061289433
21.4324473146 0.349477846054
21.489504041 0.375883241839
21.5465607673 0.402277503945
21.6036174936 0.428660659418
21.66067422 0.455032735198
21.7177309463 0.481393758117
21.7747876727 0.507743754902
21.831844399 0.534082752175
21.8889011254 0.560410776452
21.9459578517 0.586727854146
22.003014578 0.613034011563
22.0600713044 0.639329274911
22.1171280307 0.665613670291
22.1741847571 0.691887223704
22.2312414834 0.718149961048
22.2882982097 0.744401908122
22.3453549361 0.770643090623
22.4024116624 0.796873534148
22.4594683888 0.823093264196
22.5165251151 0.849302306167
22.5735818415 0.875500685361
22.6306385678 0.901688426982
22.6876952941 0.927865556135
22.7447520205 0.954032097832
22.8018087468 0.980188076984
22.8588654732 1.00633351841
22.9159221995 1.03246844683
22.9729789258 1.05859288688
23.0300356522 1.08470686308
23.0870923785 1.11081039988
23.1441491049 1.13690352162
23.2012058312 1.16298625256
23.2582625576 1.18905861686
23.3153192839 1.21512063859
23.3723760102 1.24117234174
23.4294327366 1.26721375017
23.4864894629 1.29324488771
23.5435461893 1.31926577805
23.6006029156 1.34527644481
23.6576596419 1.37127691152
23.7147163683 1.39726720163
23.7717730946 1.42324733848
23.828829821 1.44921734535
23.8858865473 1.47517724542
23.9429432737 1.50112706177
24.0 1.52706681742
>> -W1,black
8.3812744825 -3.93074169733
8.45189832647 -3.83189101185
8.52252217044 -3.73309957355
8.59314601442 -3.63436721633
8.66376985839 -3.53569377488
8.73439370236 -3.43707908473
8.80501754634 -3.33852298218
8.87564139031 -3.24002530434
8.94626523429 -3.14158588911
9.01688907826 -3.04320457517
9.08751292223 -2.94488120197
9.15813676621 -2.84661560976
9.22876061018 -2.74840763951
9.29938445415 -2.65025713301
9.37000829813 -2.55216393277
9.4406321421 -2.45412788206
9.51125598607 -2.35614882491
9.58187983005 -2.25822660607
9.65250367402 -2.16036107105
9.723127518 -2.06255206609
9.79375136197 -1.96479943814
>> -W1,black
0.0001 -2.76139732194
0.489782568098 -2.73896718211
0.979465136197 -2.71436395411
1.4691477043 -2.68765527264
1.95883027239 -2.6589057852
2.44851284049 -2.62817732396
2.93819540859 -2.59552906539
3.42787797669 -2.56101767882
3.91756054479 -2.52469746479
4.40724311289 -2.48662048394
4.89692568098 -2.44683667732
5.38660824908 -2.40539397875
5.87629081718 -2.36233841981
6.36597338528 -2.31771422814
6.85565595338 -2.27156391942
7.34533852148 -2.22392838363
7.83502108957 -2.17484696595
8.32470365767 -2.12435754269
8.81438622577 -2.07249659262
9.30406879387 -2.01929926409
9.79375136197 -1.96479943815
>> -W1,black
9.29714266708 -4.02435823032
10.0322855337 -3.65375106731
10.7674284004 -3.28375250543
11.502571267 -2.91435485367
12.2377141337 -2.54555058234
12.9728570003 -2.17733231996
13.707999867 -1.80969284987
14.4431427336 -1.4426251069
15.1782856002 -1.07612217397
15.9134284669 -0.710177278647
16.6485713335 -0.344783789719
17.3837142002 0.0200647861907
18.1188570668 0.384374808017
18.8539999335 0.748152503584
19.5891428001 1.11140397289
20.3242856668 1.47413519136
21.0594285334 1.83635201301
21.7945714001 2.19806017356
22.5297142667 2.55926529348
23.2648571334 2.91997288096
24.0 3.28018833486
>> -W1,black
9.79375136197 -1.96479943814
10.5040637939 -1.58390909847
11.2143762258 -1.20314670923
11.9246886577 -0.822524682021
12.6350010896 -0.44205460856
13.3453135215 -0.0617473171581
14.0556259534 0.318387075197
14.7659383853 0.698339114866
15.4762508172 1.07809996729
16.1865632491 1.4576613761
16.896875681 1.83701562532
17.6071881129 2.21615550437
18.3175005448 2.59507427565
19.0278129767 2.97376564451
19.7381254086 3.35222373138
20.4484378405 3.73044304581
21.1587502724 4.10841846247
21.8690627043 4.4861451987
22.5793751362 4.86361879369
23.2896875681 5.24083508902
24.0 5.61779021058
>> -W1,black
0.0001 -8.92027746335
0.419158724125 -8.67599298314
0.83821744825 -8.4307927147
1.25727617237 -8.18476050405
1.6763348965 -7.93797322433
2.09539362062 -7.69050147929
2.51445234475 -7.44241022212
2.93351106887 -7.19375930133
3.352569793 -6.94460394389
3.77162851712 -6.69499518399
