>> -W1,black
4.19068724125 -6.44498024449
4.60974596537 -6.1946028773
5.0288046895 -5.94390366766
5.44786341362 -5.69292030697
5.86692213775 -5.44168783779
6.28598086187 -5.19023887439
6.705039586 -4.93860380174
7.12409831012 -4.6868109552
7.54315703425 -4.43488678337
7.96221575837 -4.18285599564
8.3812744825 -3.93074169632
>> -W1,black
8.3812744825 -3.93074169734
8.42706789173 -3.9401774586
8.47286130095 -3.94898592641
8.51865471018 -3.9571945248
8.56444811941 -3.96482873557
8.61024152864 -3.97191228652
8.65603493787 -3.97846731674
8.7018283471 -3.98451452254
8.74762175633 -3.99007328653
8.79341516556 -3.99516179217
8.83920857479 -3.99979712592
8.88500198402 -4.00399536833
8.93079539325 -4.00777167582
8.97658880247 -4.01114035389
9.0223822117 -4.01411492326
9.06817562093 -4.01670817945
9.11396903016 -4.01893224664
9.15976243939 -4.02079862662
9.20555584862 -4.02231824318
9.25134925785 -4.02350148252
9.29714266708 -4.02435823015
>> -W1,black
9.29714266708 -4.02435822999
9.54219028929 -4.11922500257
9.78723791151 -4.18129392808
10.0322855337 -4.22042771095
10.2773331559 -4.24240399857
10.5223807782 -4.25096996139
10.7674284004 -4.24873390352
11.0124760226 -4.23760909883
11.2575236448 -4.21905662772
11.502571267 -4.19422756908
11.7476188892 -4.16405057474
11.9926665114 -4.12928804912
12.2377141337 -4.09057359651
12.4827617559 -4.04843804785
12.7278093781 -4.00332841994
12.9728570003 -3.95562240345
13.2179046225 -3.90563989968
13.4629522447 -3.8536524771
13.707999867 -3.79989124796
13.9530474892 -3.74455346839
14.1980951114 -3.6878080687
14.4431427336 -3.62980027386
14.6881903558 -3.57065545021
14.933237978 -3.51048229834
15.1782856002 -3.44937549785
15.4233332225 -3.38741789625
15.6683808447 -3.32468232121
15.9134284669 -3.26123308255
16.1584760891 -3.19712721989
16.4035237113 -3.13241554156
16.6485713335 -3.06714349249
16.8936189558 -3.00135188168
17.138666578 -2.93507749425
17.3837142002 -2.86835360833
17.6287618224 -2.80121043327
17.8738094446 -2.73367548267
18.1188570668 -2.6657738931
18.363904689 -2.59752869748
18.6089523113 -2.52896106053
18.8539999335 -2.46009048221
19.0990475557 -2.39093497422
19.3440951779 -2.32151121363
19.5891428001 -2.25183467705
19.8341904223 -2.18191975823
20.0792380446 -2.11177987145
20.3242856668 -2.04142754267
20.569333289 -1.9708744902
20.8143809112 -1.9001316962
21.0594285334 -1.82920947034
21.3044761556 -1.75811750656
21.5495237778 -1.68686493379
21.7945714001 -1.61546036149
22.0396190223 -1.54391192052
22.2846666445 -1.47222729995
22.5297142667 -1.40041378036
22.7747618889 -1.32847826388
23.0198095111 -1.25642730144
23.2648571334 -1.18426711762
23.5099047556 -1.1120036331
23.7549523778 -1.03964248532
24.0 -0.967189047184
>> -W1,blue
0.0001 -8.44550341799
0.162277455927 -8.32896066876
0.324454911853 -8.21257129149
0.48663236778 -8.09633067209
0.648809823707 -7.98023440852
0.810987279634 -7.86427829911
0.97316473556 -7.74845833153
1.13534219149 -7.63277067256
1.29751964741 -7.51721165843
1.45969710334 -7.40177778585
1.62187455927 -7.28646570356
1.78405201519 -7.17127220436
1.94622947112 -7.05619421775
2.10840692705 -6.94122880287
2.27058438297 -6.82637314198
2.4327618389 -6.71162453427
2.59493929483 -6.59698039001
2.75711675075 -6.48499565085
2.91929420668 -6.37574850822
3.08147166261 -6.26821620429
3.24364911853 -6.16207574148
>> -W1,blue
3.24364911853 -6.16207574148
3.37415256667 -6.10391850377
3.50465601481 -6.04574696506
3.63515946295 -5.98756186758
3.76566291109 -5.92936393938
3.89616635922 -5.87115389467
4.02666980736 -5.81293243408
4.1571732555 -5.75470024499
4.28767670364 -5.6964580018
4.41818015178 -5.63820636623
4.54868359991 -5.57994598758
4.67918704805 -5.52167750303
4.80969049619 -5.46340153783
4.94019394433 -5.40511870564
5.07069739246 -5.34682960872
5.2012008406 -5.2885348382
5.33170428874 -5.23023497429
5.46220773688 -5.17193058655
5.59271118502 -5.11362223405
5.72321463315 -5.05531046565
5.85371808129 -4.9969958202
>> -W1,blue
5.85371808129 -4.9969958202
6.01551391838 -4.85862890809
6.17730975547 -4.72063708874
6.33910559255 -4.58301752839
6.50090142964 -4.44576743386
6.66269726673 -4.30888405168
6.82449310381 -4.17236466726
6.9862889409 -4.03620660413
7.14808477799 -3.90040722311
7.30988061508 -3.76496392159
7.47167645216 -3.62987413277
7.63347228925 -3.49513532494
7.79526812634 -3.36074500079
7.95706396342 -3.22670069672
8.11885980051 -3.09299998219
8.2806556376 -2.95964045904
8.44245147469 -2.8266197609
8.60424731177 -2.69393555254
8.76604314886 -2.5615855293
8.92783898595 -2.42956741649
9.08963482304 -2.29787896882
>> -W1,blue
9.08963482304 -2.29787896882
9.11775153939 -2.29103136439
9.14586825575 -2.28418467727
9.1739849721 -2.27733890779
9.20210168846 -2.27049405633
9.23021840481 -2.26365012323
9.25833512117 -2.25680710884
9.28645183752 -2.2499650135
9.31456855388 -2.24312383758
9.34268527024 -2.2362835814
9.37080198659 -2.22944424532
9.39891870295 -2.22260582967
9.4270354193 -2.2157683348
9.45515213566 -2.20893176104
9.48326885201 -2.20209610873
9.51138556837 -2.19526137821
9.53950228473 -2.18842756981
9.56761900108 -2.18159468385
9.59573571744 -2.17476272068
9.62385243379 -2.16793168061
9.65196915015 -2.16110156398
>> -W1,blue
9.65196915015 -2.16110156398
9.78400362338 -2.17929071011
9.91603809662 -2.19744153119
10.0480725699 -2.21555440022
10.1801070431 -2.23362968632
10.3121415163 -2.25166775473
10.4441759896 -2.26966896692
10.5762104628 -2.2876336806
10.708244936 -2.3055622498
10.8402794093 -2.32345502486
10.9723138825 -2.34131235257
11.1043483557 -2.3591345761
11.236382829 -2.37692203517
11.3684173022 -2.39467506599
11.5004517755 -2.41239400137
11.6324862487 -2.43007917073
11.7645207219 -2.44773090014
11.8965551952 -2.46534951242
12.0285896684 -2.48293532709
12.1606241416 -2.50048866048
12.2926586149 -2.51800982575
>> -W1,blue
12.2926586149 -2.51800982575
12.4464021267 -2.56272367899
12.6001456385 -2.60737775803
12.7538891502 -2.65197267763
12.907632662 -2.69650904559
13.0613761738 -2.74098746283
13.2151196856 -2.78540852348
13.3688631974 -2.82977281501
13.5226067092 -2.87408091826
13.676350221 -2.91833340761
13.8300937328 -2.96253085102
13.9838372445 -3.00667381013
14.1375807563 -3.05076284037
14.2913242681 -3.09479849101
14.4450677799 -3.13878130527
14.5988112917 -3.1827118204
14.7525548035 -3.22659056775
14.9062983153 -3.27041807287
15.0600418271 -3.31419485557
15.2137853388 -3.35792143003
15.3675288506 -3.40159830483
>> -W1,blue
15.3675288506 -3.40159830565
15.3876147968 -3.46755243424
15.407700743 -3.53718051779
15.4277866891 -3.61079171845
15.4478726353 -3.68873246359
15.4679585815 -3.77139467057
15.4880445276 -3.85922362187
15.5081304738 -3.95272528914
15.52821642 -4.05248249324
15.5483023661 -4.15917171069
15.5683883123 -4.27358100231
15.5884742585 -4.39663443382
15.6085602046 -4.52943704482
15.6286461508 -4.67330365979
15.648732097 -4.82986372942
15.6688180431 -5.00109072783
15.6889039893 -5.18946186657
15.7089899355 -5.39820764131
15.7290758816 -5.63140645525
15.7491618278 -5.894681957
15.769247774 -6.19567497477
>> -W1,blue
9.08963482304 -9.35118941287
9.42361547058 -9.19133585904
9.75759611813 -9.0317057722
10.0915767657 -8.8722984955
10.4255574132 -8.71311333778
10.7595380608 -8.55414957641
11.0935187083 -8.39540646005
11.4274993559 -8.23688321107
11.7614800034 -8.07857902794
12.095460651 -7.92049308732
12.4294412985 -7.76262454612
12.7634219461 -7.60497254331
13.0974025936 -7.44753620166
13.4313832411 -7.29031462936
13.7653638887 -7.13330692151
14.0993445362 -6.97651216152
14.4333251838 -6.81992942238
14.7673058313 -6.66355776789
15.1012864789 -6.50739625375
15.4352671264 -6.35144392865
15.769247774 -6.19569983521
>> -W1,blue
5.85371808129 -10.2766714627
6.01551391838 -10.2309361699
6.17730975547 -10.1851387597
6.33910559255 -10.139280207
6.50090142964 -10.0933614679
6.66269726673 -10.0473834799
6.82449310381 -10.0013471622
6.9862889409 -9.95525341645
7.14808477799 -9.9091031271
7.30988061508 -9.86289716173
7.47167645216 -9.81663637153
7.63347228925 -9.77032159173
7.79526812634 -9.72395364192
7.95706396342 -9.67753332648
8.11885980051 -9.6310614349
8.2806556376 -9.58453874218
8.44245147469 -9.53796600915
8.60424731177 -9.4913439828
8.76604314886 -9.4446733966
8.92783898595 -9.39795497083
9.08963482304 -9.35118941287
>> -W1,blue
3.24364911853 -11.3787883258
3.37415256667 -11.3232668368
3.50465601481 -11.2677900739
3.63515946295 -11.2123578729
3.76566291109 -11.1569700699
3.89616635922 -11.1016265016
4.02666980736 -11.0463270049
4.1571732555 -10.9910714173
4.28767670364 -10.9358595766
4.41818015178 -10.8806913212
4.54868359991 -10.8255664901
4.67918704805 -10.7704849225
4.80969049619 -10.7154464586
4.94019394433 -10.6604509387
5.07069739246 -10.605498204
5.2012008406 -10.5505880962
5.33170428874 -10.4957204576
5.46220773688 -10.440895131
5.59271118502 -10.3861119601
5.72321463315 -10.331370789
5.85371808129 -10.2766714627
>> -W1,blue
0.0001 -12.4918927474
0.162277455927 -12.4364768156
0.324454911853 -12.381065434
0.48663236778 -12.3256606176
0.648809823707 -12.2702642872
0.810987279634 -12.2148782752
0.97316473556 -12.1595043293
1.13534219149 -12.1041441176
1.29751964741 -12.048799232
1.45969710334 -11.9934711924
1.62187455927 -11.9381614501
1.78405201519 -11.8828713913
1.94622947112 -11.8276023399
2.10840692705 -11.7723555609
2.27058438297 -11.7171322631
2.4327618389 -11.6619336017
2.59493929483 -11.6067606807
2.75711675075 -11.5507620803
2.91929420668 -11.4939119511
3.08147166261 -11.4365514144
3.24364911853 -11.3787883258
>> -W1,blue
5.85371808129 -10.2766714627
5.85371808129 -4.9969958202
>> -W1,blue
3.24364911853 -6.16207574148
3.24364911853 20.0
>> -W1,blue
3.24364911853 -11.3787883258
3.24364911853 -20.0
>> -W1,blue
9.08963482304 -2.29787896882
9.08963482304 20.0
>> -W1,blue
9.08963482304 -9.35118941287
9.08963482304 -20.0

