>> -W0.5,grey,- 
>> -W0.5,black,- 
0.0001 -0.182117733435 0.65
0.250099 -0.180315175273 0.65
0.500098 -0.178554371044 0.65
0.750097 -0.176833910317 0.65
1.000096 -0.175152444902 0.65
1.250095 -0.173508685473 0.65
1.500094 -0.171901398413 0.65
1.750093 -0.17032940285 0.65
2.000092 -0.168791567892 0.65
2.250091 -0.167286810017 0.65
2.50009 -0.165814090641 0.65
2.750089 -0.164372413823 0.65
3.000088 -0.162960824111 0.65
3.250087 -0.161578404515 0.65
3.500086 -0.160224274607 0.65
3.750085 -0.158897588726 0.65
4.000084 -0.157597534285 0.65
4.250083 -0.156323330182 0.65
4.500082 -0.1550742253 0.65
4.750081 -0.153849497085 0.65
5.00008 -0.152648450214 0.65
5.250079 -0.151470415329 0.65
5.500078 -0.150314747842 0.65
5.750077 -0.149180826808 0.65
6.000076 -0.148068053858 0.65
6.250075 -0.146975852185 0.65
6.500074 -0.145903665587 0.65
6.750073 -0.144850957565 0.65
7.000072 -0.143817210455 0.65
7.250071 -0.142801924622 0.65
7.50007 -0.141804617679 0.65
7.750069 -0.140824823758 0.65
8.000068 -0.139862092809 0.65
8.250067 -0.138915989941 0.65
8.500066 -0.137986094793 0.65
8.750065 -0.137072000931 0.65
9.000064 -0.136173315283 0.65
9.250063 -0.135289657598 0.65
9.500062 -0.134420659927 0.65
9.750061 -0.133565966135 0.65
10.00006 -0.132725231431 0.65
10.250059 -0.131898121925 0.65
10.500058 -0.131084314199 0.65
10.750057 -0.130283494906 0.65
11.000056 -0.12949536038 0.65
11.250055 -0.12871961627 0.65
11.500054 -0.127955977184 0.65
11.750053 -0.127204166355 0.65
12.000052 -0.126463915318 0.65
12.250051 -0.125734963604 0.65
12.50005 -0.125017058445 0.65
12.750049 -0.124309954492 0.65
13.000048 -0.12361341355 0.65
13.250047 -0.122927204316 0.65
13.500046 -0.122251102136 0.65
13.750045 -0.121584888766 0.65
14.000044 -0.120928352151 0.65
14.250043 -0.120281286204 0.65
14.500042 -0.119643490598 0.65
14.750041 -0.119014770573 0.65
15.00004 -0.118394936739 0.65
15.250039 -0.117783804894 0.65
15.500038 -0.117181195853 0.65
15.750037 -0.116586935273 0.65
16.000036 -0.116000853497 0.65
16.250035 -0.115422785394 0.65
16.500034 -0.114852570212 0.65
16.750033 -0.114290051434 0.65
17.000032 -0.113735076643 0.65
17.250031 -0.113187497382 0.65
17.50003 -0.112647169036 0.65
17.750029 -0.112113950703 0.65
18.000028 -0.111587705076 0.65
18.250027 -0.111068298336 0.65
18.500026 -0.110555600034 0.65
18.750025 -0.110049482993 0.65
19.000024 -0.109549823201 0.65
19.250023 -0.10905649972 0.65
19.500022 -0.108569394586 0.65
19.750021 -0.108088392721 0.65
20.00002 -0.107613381845 0.65
20.250019 -0.107144252396 0.65
20.500018 -0.10668089744 0.65
20.750017 -0.106223212603 0.65
21.000016 -0.105771095987 0.65
21.250015 -0.105324448104 0.65
21.500014 -0.104883171799 0.65
21.750013 -0.104447172189 0.65
22.000012 -0.104016356592 0.65
22.250011 -0.103590634467 0.65
22.50001 -0.103169917351 0.65
22.750009 -0.102754118801 0.65
23.000008 -0.102343154338 0.65
23.250007 -0.101936941389 0.65
23.500006 -0.101535399235 0.65
23.750005 -0.101138448963 0.65
24.000004 -0.10074601341 0.65
24.250003 -0.100358017119 0.65
24.500002 -0.0999743862913 0.65
24.750001 -0.0995950487411 0.65
25.0 -0.0992199338527 0.65

