1330.15 1.23013e-05 0.8792
1330.15 1.22384e-05 0.8865
1334.15 1.23302e-05 0.8906
1328.15 1.2366e-05 0.8985
1343.15 1.23797e-05 0.9027
1323.15 1.24019e-05 0.9093
1310.15 1.24224e-05 0.9139
1315.15 1.24438e-05 0.9185
1328.15 1.24644e-05 0.9238
1328.15 1.24842e-05 0.9298
1328.15 1.25022e-05 0.9349
1329.15 1.25177e-05 0.9400
1317.15 1.25452e-05 0.9475
1325.15 1.22902e-05 0.8766
1326.15 1.23072e-05 0.8839
1324.15 1.23268e-05 0.8896
1326.15 1.23507e-05 0.8951
1321.15 1.23703e-05 0.9010
1321.15 1.23942e-05 0.9062
1320.15 1.24147e-05 0.9115
1320.15 1.24344e-05 0.9165
1320.15 1.24567e-05 0.9219
1318.15 1.24782e-05 0.9273
1319.15 1.24979e-05 0.9328
1319.15 1.2516e-05 0.9385
1318.15 1.25349e-05 0.9444
1228.15 1.22418e-05 0.8820
1243.15 1.22317e-05 0.8817
1218.15 1.22656e-05 0.8892
1219.15 1.2286e-05 0.8952
1229.15 1.23038e-05 0.9013
1230.15 1.23251e-05 0.9057
1230.15 1.23472e-05 0.9122
1228.15 1.23686e-05 0.9175
1230.15 1.23874e-05 0.9227
1228.15 1.24028e-05 0.9281
1225.15 1.24267e-05 0.9339
1227.15 1.24464e-05 0.9406
1221.15 1.24653e-05 0.9463
1220.15 1.24953e-05 0.9546
1260.15 1.23259e-05 0.9115
1227.15 1.22902e-05 0.8952
1220.15 1.22478e-05 0.8824
1220.15 1.22469e-05 0.8824
1219.15 1.22664e-05 0.8896
1220.15 1.22809e-05 0.8955
1220.15 1.23047e-05 0.9016
1221.15 1.23217e-05 0.9061
1224.15 1.23447e-05 0.9125
1223.15 1.23677e-05 0.9175
1220.15 1.23865e-05 0.9229
1224.15 1.24087e-05 0.9285
1220.15 1.2425e-05 0.9344
1228.15 1.24387e-05 0.9407
1221.15 1.24962e-05 0.9537
1220.15 1.2407e-05 0.9286
1217.15 1.23558e-05 0.9130
1219.15 1.22911e-05 0.8937
1211.15 1.22486e-05 0.8821
1211.15 1.22919e-05 0.8956
1212.15 1.23251e-05 0.9067
1217.15 1.236e-05 0.9176
1217.15 1.24036e-05 0.9291
1222.15 1.24456e-05 0.9410
